fetched_date,source_model_name,benchmark,score
2026-05-22,gemini-2-5-pro,math_500,0.967333333333333
2026-05-22,gemini-2-5-pro,mmlu_pro,0.862
2026-05-22,gemini-2-5-pro,scicode,0.428
2026-05-22,gemini-2-5-pro-03-25,aime,0.87
2026-05-22,gemini-2-5-pro-03-25,artificial_analysis_coding_index,46.7
2026-05-22,gemini-2-5-pro-03-25,artificial_analysis_intelligence_index,30.3
2026-05-22,gemini-2-5-pro-03-25,gpqa,0.836
2026-05-22,gemini-2-5-pro-03-25,hle,0.171
2026-05-22,gemini-2-5-pro-03-25,livecodebench,0.778
2026-05-22,gemini-2-5-pro-03-25,math_500,0.98
2026-05-22,gemini-2-5-pro-03-25,mmlu_pro,0.858
2026-05-22,gemini-2-5-pro-03-25,scicode,0.395
2026-05-22,gemini-2-5-pro-05-06,aime,0.843333333333333
2026-05-22,gemini-2-5-pro-05-06,artificial_analysis_intelligence_index,29.5
2026-05-22,gemini-2-5-pro-05-06,gpqa,0.822
2026-05-22,gemini-2-5-pro-05-06,hle,0.154
2026-05-22,gemini-2-5-pro-05-06,livecodebench,0.77
2026-05-22,gemini-2-5-pro-05-06,math_500,0.986
2026-05-22,gemini-2-5-pro-05-06,mmlu_pro,0.837
2026-05-22,gemini-2-5-pro-05-06,scicode,0.416
2026-05-22,gemini-3-1-flash-lite-preview,artificial_analysis_coding_index,30.1
2026-05-22,gemini-3-1-flash-lite-preview,artificial_analysis_intelligence_index,33.5
2026-05-22,gemini-3-1-flash-lite-preview,gpqa,0.822
2026-05-22,gemini-3-1-flash-lite-preview,hle,0.162
2026-05-22,gemini-3-1-flash-lite-preview,scicode,0.419
2026-05-22,gemini-3-1-pro-preview,artificial_analysis_coding_index,55.5
2026-05-22,gemini-3-1-pro-preview,artificial_analysis_intelligence_index,57.2
2026-05-22,gemini-3-1-pro-preview,gpqa,0.941
2026-05-22,gemini-3-1-pro-preview,hle,0.447
2026-05-22,gemini-3-1-pro-preview,scicode,0.589
2026-05-22,gemini-3-5-flash,artificial_analysis_coding_index,45
2026-05-22,gemini-3-5-flash,artificial_analysis_intelligence_index,55.3
2026-05-22,gemini-3-5-flash,gpqa,0.922
2026-05-22,gemini-3-5-flash,hle,0.41
2026-05-22,gemini-3-5-flash,scicode,0.531
2026-05-22,gemini-3-flash,artificial_analysis_coding_index,37.8
2026-05-22,gemini-3-flash,artificial_analysis_intelligence_index,35
2026-05-22,gemini-3-flash,artificial_analysis_math_index,55.7
2026-05-22,gemini-3-flash,gpqa,0.812
2026-05-22,gemini-3-flash,hle,0.141
2026-05-22,gemini-3-flash,livecodebench,0.797
2026-05-22,gemini-3-flash,mmlu_pro,0.882
2026-05-22,gemini-3-flash,scicode,0.499
2026-05-22,gemini-3-flash-reasoning,artificial_analysis_coding_index,42.6
2026-05-22,gemini-3-flash-reasoning,artificial_analysis_intelligence_index,46.4
2026-05-22,gemini-3-flash-reasoning,artificial_analysis_math_index,97
2026-05-22,gemini-3-flash-reasoning,gpqa,0.898
2026-05-22,gemini-3-flash-reasoning,hle,0.347
2026-05-22,gemini-3-flash-reasoning,livecodebench,0.908
2026-05-22,gemini-3-flash-reasoning,mmlu_pro,0.89
2026-05-22,gemini-3-flash-reasoning,scicode,0.506
2026-05-22,gemini-3-pro,artificial_analysis_coding_index,46.5
2026-05-22,gemini-3-pro,artificial_analysis_intelligence_index,48.4
2026-05-22,gemini-3-pro,artificial_analysis_math_index,95.7
2026-05-22,gemini-3-pro,gpqa,0.908
2026-05-22,gemini-3-pro,hle,0.372
2026-05-22,gemini-3-pro,livecodebench,0.917
2026-05-22,gemini-3-pro,mmlu_pro,0.898
2026-05-22,gemini-3-pro,scicode,0.561
2026-05-22,gemini-3-pro-low,artificial_analysis_coding_index,39.4
2026-05-22,gemini-3-pro-low,artificial_analysis_intelligence_index,41.3
2026-05-22,gemini-3-pro-low,artificial_analysis_math_index,86.7
2026-05-22,gemini-3-pro-low,gpqa,0.887
2026-05-22,gemini-3-pro-low,hle,0.276
2026-05-22,gemini-3-pro-low,livecodebench,0.857
2026-05-22,gemini-3-pro-low,mmlu_pro,0.895
2026-05-22,gemini-3-pro-low,scicode,0.499
2026-05-22,gemma-3-12b,aime,0.22
2026-05-22,gemma-3-12b,artificial_analysis_coding_index,6.3
2026-05-22,gemma-3-12b,artificial_analysis_intelligence_index,8.8
2026-05-22,gemma-3-12b,artificial_analysis_math_index,18.3
2026-05-22,gemma-3-12b,gpqa,0.349
2026-05-22,gemma-3-12b,hle,0.048
2026-05-22,gemma-3-12b,livecodebench,0.137
2026-05-22,gemma-3-12b,math_500,0.853333333333333
2026-05-22,gemma-3-12b,mmlu_pro,0.595
2026-05-22,gemma-3-12b,scicode,0.174
2026-05-22,gemma-3-1b,aime,0
2026-05-22,gemma-3-1b,artificial_analysis_coding_index,0.2
2026-05-22,gemma-3-1b,artificial_analysis_intelligence_index,5.6
2026-05-22,gemma-3-1b,artificial_analysis_math_index,3.3
2026-05-22,gemma-3-1b,gpqa,0.237
2026-05-22,gemma-3-1b,hle,0.052
2026-05-22,gemma-3-1b,livecodebench,0.017
2026-05-22,gemma-3-1b,math_500,0.484
2026-05-22,gemma-3-1b,mmlu_pro,0.135
2026-05-22,gemma-3-1b,scicode,0.007
2026-05-22,gemma-3-270m,artificial_analysis_coding_index,0
2026-05-22,gemma-3-270m,artificial_analysis_intelligence_index,7.7
2026-05-22,gemma-3-270m,artificial_analysis_math_index,2.3
2026-05-22,gemma-3-270m,gpqa,0.224
2026-05-22,gemma-3-270m,hle,0.042
2026-05-22,gemma-3-270m,livecodebench,0.003
2026-05-22,gemma-3-270m,mmlu_pro,0.055
2026-05-22,gemma-3-270m,scicode,0
2026-05-22,gemma-3-27b,aime,0.253333333333333
2026-05-22,gemma-3-27b,artificial_analysis_coding_index,9.6
2026-05-22,gemma-3-27b,artificial_analysis_intelligence_index,10.3
2026-05-22,gemma-3-27b,artificial_analysis_math_index,20.7
2026-05-22,gemma-3-27b,gpqa,0.428
2026-05-22,gemma-3-27b,hle,0.047
2026-05-22,gemma-3-27b,livecodebench,0.137
2026-05-22,gemma-3-27b,math_500,0.882666666666667
2026-05-22,gemma-3-27b,mmlu_pro,0.669
2026-05-22,gemma-3-27b,scicode,0.212
2026-05-22,gemma-3-4b,aime,0.0633333333333333
2026-05-22,gemma-3-4b,artificial_analysis_coding_index,2.9
2026-05-22,gemma-3-4b,artificial_analysis_intelligence_index,6.3
2026-05-22,gemma-3-4b,artificial_analysis_math_index,12.7
2026-05-22,gemma-3-4b,gpqa,0.291
2026-05-22,gemma-3-4b,hle,0.052
2026-05-22,gemma-3-4b,livecodebench,0.112
2026-05-22,gemma-3-4b,math_500,0.766
2026-05-22,gemma-3-4b,mmlu_pro,0.417
2026-05-22,gemma-3-4b,scicode,0.073
2026-05-22,gemma-3n-e2b,aime,0.09
2026-05-22,gemma-3n-e2b,artificial_analysis_coding_index,2.2
2026-05-22,gemma-3n-e2b,artificial_analysis_intelligence_index,4.8
2026-05-22,gemma-3n-e2b,artificial_analysis_math_index,10.3
2026-05-22,gemma-3n-e2b,gpqa,0.229
2026-05-22,gemma-3n-e2b,hle,0.04
2026-05-22,gemma-3n-e2b,livecodebench,0.095
2026-05-22,gemma-3n-e2b,math_500,0.691333333333333
2026-05-22,gemma-3n-e2b,mmlu_pro,0.378
2026-05-22,gemma-3n-e2b,scicode,0.052
2026-05-22,gemma-3n-e4b,aime,0.136666666666667
2026-05-22,gemma-3n-e4b,artificial_analysis_coding_index,4.2
2026-05-22,gemma-3n-e4b,artificial_analysis_intelligence_index,6.4
2026-05-22,gemma-3n-e4b,artificial_analysis_math_index,14.3
2026-05-22,gemma-3n-e4b,gpqa,0.296
2026-05-22,gemma-3n-e4b,hle,0.044
2026-05-22,gemma-3n-e4b,livecodebench,0.146
2026-05-22,gemma-3n-e4b,math_500,0.770666666666667
2026-05-22,gemma-3n-e4b,mmlu_pro,0.488
2026-05-22,gemma-3n-e4b,scicode,0.081
2026-05-22,gemma-3n-e4b-preview-0520,aime,0.106666666666667
2026-05-22,gemma-3n-e4b-preview-0520,artificial_analysis_intelligence_index,10.1
2026-05-22,gemma-3n-e4b-preview-0520,gpqa,0.278
2026-05-22,gemma-3n-e4b-preview-0520,hle,0.049
2026-05-22,gemma-3n-e4b-preview-0520,livecodebench,0.138
2026-05-22,gemma-3n-e4b-preview-0520,math_500,0.748666666666667
2026-05-22,gemma-3n-e4b-preview-0520,mmlu_pro,0.483
2026-05-22,gemma-3n-e4b-preview-0520,scicode,0.086
2026-05-22,gemma-4-26b-a4b,artificial_analysis_coding_index,22.4
2026-05-22,gemma-4-26b-a4b,artificial_analysis_intelligence_index,31.2
2026-05-22,gemma-4-26b-a4b,gpqa,0.792
2026-05-22,gemma-4-26b-a4b,hle,0.183
2026-05-22,gemma-4-26b-a4b,scicode,0.4
2026-05-22,gemma-4-26b-a4b-non-reasoning,artificial_analysis_coding_index,29.1
2026-05-22,gemma-4-26b-a4b-non-reasoning,artificial_analysis_intelligence_index,27.1
2026-05-22,gemma-4-26b-a4b-non-reasoning,gpqa,0.714
2026-05-22,gemma-4-26b-a4b-non-reasoning,hle,0.107
2026-05-22,gemma-4-26b-a4b-non-reasoning,scicode,0.373
2026-05-22,gemma-4-31b,artificial_analysis_coding_index,38.7
2026-05-22,gemma-4-31b,artificial_analysis_intelligence_index,39.2
2026-05-22,gemma-4-31b,gpqa,0.857
2026-05-22,gemma-4-31b,hle,0.227
2026-05-22,gemma-4-31b,scicode,0.434
2026-05-22,gemma-4-31b-non-reasoning,artificial_analysis_coding_index,33.9
2026-05-22,gemma-4-31b-non-reasoning,artificial_analysis_intelligence_index,32.3
2026-05-22,gemma-4-31b-non-reasoning,gpqa,0.763
2026-05-22,gemma-4-31b-non-reasoning,hle,0.115
2026-05-22,gemma-4-31b-non-reasoning,scicode,0.411
2026-05-22,gemma-4-e2b,artificial_analysis_coding_index,9
2026-05-22,gemma-4-e2b,artificial_analysis_intelligence_index,15.2
2026-05-22,gemma-4-e2b,gpqa,0.433
2026-05-22,gemma-4-e2b,hle,0.048
2026-05-22,gemma-4-e2b,scicode,0.209
2026-05-22,gemma-4-e2b-non-reasoning,artificial_analysis_coding_index,8.3
2026-05-22,gemma-4-e2b-non-reasoning,artificial_analysis_intelligence_index,12.1
2026-05-22,gemma-4-e2b-non-reasoning,gpqa,0.405
2026-05-22,gemma-4-e2b-non-reasoning,hle,0.045
2026-05-22,gemma-4-e2b-non-reasoning,scicode,0.204
2026-05-22,gemma-4-e4b,artificial_analysis_coding_index,13.7
2026-05-22,gemma-4-e4b,artificial_analysis_intelligence_index,18.8
2026-05-22,gemma-4-e4b,gpqa,0.576
2026-05-22,gemma-4-e4b,hle,0.037
2026-05-22,gemma-4-e4b,scicode,0.244
2026-05-22,gemma-4-e4b-non-reasoning,artificial_analysis_coding_index,6.4
2026-05-22,gemma-4-e4b-non-reasoning,artificial_analysis_intelligence_index,14.8
2026-05-22,gemma-4-e4b-non-reasoning,gpqa,0.549
2026-05-22,gemma-4-e4b-non-reasoning,hle,0.047
2026-05-22,gemma-4-e4b-non-reasoning,scicode,0.039
2026-05-22,glm-4-5-air,aime,0.673333333333333
2026-05-22,glm-4-5-air,artificial_analysis_coding_index,23.8
2026-05-22,glm-4-5-air,artificial_analysis_intelligence_index,23.2
2026-05-22,glm-4-5-air,artificial_analysis_math_index,80.7
2026-05-22,glm-4-5-air,gpqa,0.733
2026-05-22,glm-4-5-air,hle,0.068
2026-05-22,glm-4-5-air,livecodebench,0.684
2026-05-22,glm-4-5-air,math_500,0.965333333333333
2026-05-22,glm-4-5-air,mmlu_pro,0.815
2026-05-22,glm-4-5-air,scicode,0.306
2026-05-22,glm-4-5v,artificial_analysis_coding_index,10.8
2026-05-22,glm-4-5v,artificial_analysis_intelligence_index,12.7
2026-05-22,glm-4-5v,artificial_analysis_math_index,15.3
2026-05-22,glm-4-5v,gpqa,0.573
2026-05-22,glm-4-5v,hle,0.036
2026-05-22,glm-4-5v,livecodebench,0.352
2026-05-22,glm-4-5v,mmlu_pro,0.751
2026-05-22,glm-4-5v,scicode,0.188
2026-05-22,glm-4-5v-reasoning,artificial_analysis_coding_index,10.9
2026-05-22,glm-4-5v-reasoning,artificial_analysis_intelligence_index,15.1
2026-05-22,glm-4-5v-reasoning,artificial_analysis_math_index,73
2026-05-22,glm-4-5v-reasoning,gpqa,0.684
2026-05-22,glm-4-5v-reasoning,hle,0.059
2026-05-22,glm-4-5v-reasoning,livecodebench,0.604
2026-05-22,glm-4-5v-reasoning,mmlu_pro,0.788
2026-05-22,glm-4-5v-reasoning,scicode,0.221
2026-05-22,glm-4-6,artificial_analysis_coding_index,30.2
2026-05-22,glm-4-6,artificial_analysis_intelligence_index,30.2
2026-05-22,glm-4-6,artificial_analysis_math_index,44.3
2026-05-22,glm-4-6,gpqa,0.632
2026-05-22,glm-4-6,hle,0.052
2026-05-22,glm-4-6,livecodebench,0.561
2026-05-22,glm-4-6,mmlu_pro,0.784
2026-05-22,glm-4-6,scicode,0.331
2026-05-22,glm-4-6-reasoning,artificial_analysis_coding_index,29.5
2026-05-22,glm-4-6-reasoning,artificial_analysis_intelligence_index,32.5
2026-05-22,glm-4-6-reasoning,artificial_analysis_math_index,86
2026-05-22,glm-4-6-reasoning,gpqa,0.78
2026-05-22,glm-4-6-reasoning,hle,0.133
2026-05-22,glm-4-6-reasoning,livecodebench,0.695
2026-05-22,glm-4-6-reasoning,mmlu_pro,0.829
2026-05-22,glm-4-6-reasoning,scicode,0.384
2026-05-22,glm-4-6v,artificial_analysis_coding_index,11.1
2026-05-22,glm-4-6v,artificial_analysis_intelligence_index,17.1
2026-05-22,glm-4-6v,artificial_analysis_math_index,26.3
2026-05-22,glm-4-6v,gpqa,0.566
2026-05-22,glm-4-6v,hle,0.037
2026-05-22,glm-4-6v,livecodebench,0.411
2026-05-22,glm-4-6v,mmlu_pro,0.752
2026-05-22,glm-4-6v,scicode,0.272
2026-05-22,glm-4-6v-reasoning,artificial_analysis_coding_index,19.7
2026-05-22,glm-4-6v-reasoning,artificial_analysis_intelligence_index,23.4
2026-05-22,glm-4-6v-reasoning,artificial_analysis_math_index,85.3
2026-05-22,glm-4-6v-reasoning,gpqa,0.719
2026-05-22,glm-4-6v-reasoning,hle,0.089
2026-05-22,glm-4-6v-reasoning,livecodebench,0.16
2026-05-22,glm-4-6v-reasoning,mmlu_pro,0.799
2026-05-22,glm-4-6v-reasoning,scicode,0.304
2026-05-22,glm-4-7,artificial_analysis_coding_index,36.3
2026-05-22,glm-4-7,artificial_analysis_intelligence_index,42.1
2026-05-22,glm-4-7,artificial_analysis_math_index,95
2026-05-22,glm-4-7,gpqa,0.859
2026-05-22,glm-4-7,hle,0.251
2026-05-22,glm-4-7,livecodebench,0.894
2026-05-22,glm-4-7,mmlu_pro,0.856
2026-05-22,glm-4-7,scicode,0.451
2026-05-22,glm-4-7-flash,artificial_analysis_coding_index,25.9
2026-05-22,glm-4-7-flash,artificial_analysis_intelligence_index,30.1
2026-05-22,glm-4-7-flash,gpqa,0.581
2026-05-22,glm-4-7-flash,hle,0.071
2026-05-22,glm-4-7-flash,scicode,0.337
2026-05-22,glm-4-7-flash-non-reasoning,artificial_analysis_coding_index,11
2026-05-22,glm-4-7-flash-non-reasoning,artificial_analysis_intelligence_index,22.1
2026-05-22,glm-4-7-flash-non-reasoning,gpqa,0.452
2026-05-22,glm-4-7-flash-non-reasoning,hle,0.049
2026-05-22,glm-4-7-flash-non-reasoning,scicode,0.255
2026-05-22,glm-4-7-non-reasoning,artificial_analysis_coding_index,32
2026-05-22,glm-4-7-non-reasoning,artificial_analysis_intelligence_index,34.2
2026-05-22,glm-4-7-non-reasoning,artificial_analysis_math_index,48
2026-05-22,glm-4-7-non-reasoning,gpqa,0.664
2026-05-22,glm-4-7-non-reasoning,hle,0.061
2026-05-22,glm-4-7-non-reasoning,livecodebench,0.562
2026-05-22,glm-4-7-non-reasoning,mmlu_pro,0.794
2026-05-22,glm-4-7-non-reasoning,scicode,0.354
2026-05-22,glm-4.5,aime,0.873333333333333
2026-05-22,glm-4.5,artificial_analysis_coding_index,26.3
2026-05-22,glm-4.5,artificial_analysis_intelligence_index,26.4
2026-05-22,glm-4.5,artificial_analysis_math_index,73.7
2026-05-22,glm-4.5,gpqa,0.782
2026-05-22,glm-4.5,hle,0.122
2026-05-22,glm-4.5,livecodebench,0.738
2026-05-22,glm-4.5,math_500,0.978666666666667
2026-05-22,glm-4.5,mmlu_pro,0.835
2026-05-22,glm-4.5,scicode,0.348
2026-05-22,glm-5,artificial_analysis_coding_index,44.2
2026-05-22,glm-5,artificial_analysis_intelligence_index,49.8
2026-05-22,glm-5,gpqa,0.82
2026-05-22,glm-5,hle,0.272
2026-05-22,glm-5,scicode,0.462
2026-05-22,glm-5-1,artificial_analysis_coding_index,43.4
2026-05-22,glm-5-1,artificial_analysis_intelligence_index,51.4
2026-05-22,glm-5-1,gpqa,0.868
2026-05-22,glm-5-1,hle,0.28
2026-05-22,glm-5-1,scicode,0.438
2026-05-22,glm-5-1-non-reasoning,artificial_analysis_coding_index,35.8
2026-05-22,glm-5-1-non-reasoning,artificial_analysis_intelligence_index,43.8
2026-05-22,glm-5-1-non-reasoning,gpqa,0.839
2026-05-22,glm-5-1-non-reasoning,hle,0.256
2026-05-22,glm-5-1-non-reasoning,scicode,0.361
2026-05-22,glm-5-non-reasoning,artificial_analysis_coding_index,39
2026-05-22,glm-5-non-reasoning,artificial_analysis_intelligence_index,40.6
2026-05-22,glm-5-non-reasoning,gpqa,0.666
2026-05-22,glm-5-non-reasoning,hle,0.072
2026-05-22,glm-5-non-reasoning,scicode,0.383
2026-05-22,glm-5-turbo,artificial_analysis_coding_index,36.8
2026-05-22,glm-5-turbo,artificial_analysis_intelligence_index,46.8
2026-05-22,glm-5-turbo,gpqa,0.847
2026-05-22,glm-5-turbo,hle,0.254
2026-05-22,glm-5-turbo,scicode,0.436
2026-05-22,glm-5v-turbo,artificial_analysis_coding_index,36.2
2026-05-22,glm-5v-turbo,artificial_analysis_intelligence_index,42.9
2026-05-22,glm-5v-turbo,gpqa,0.809
2026-05-22,glm-5v-turbo,hle,0.158
2026-05-22,glm-5v-turbo,scicode,0.435
2026-05-22,gpt-35-turbo,artificial_analysis_coding_index,10.7
2026-05-22,gpt-35-turbo,artificial_analysis_intelligence_index,9
2026-05-22,gpt-35-turbo,gpqa,0.297
2026-05-22,gpt-35-turbo,math_500,0.440666666666667
2026-05-22,gpt-35-turbo,mmlu_pro,0.462
2026-05-22,gpt-4,artificial_analysis_coding_index,13.1
2026-05-22,gpt-4,artificial_analysis_intelligence_index,12.8
2026-05-22,gpt-4-1,aime,0.436666666666667
2026-05-22,gpt-4-1,artificial_analysis_coding_index,21.8
2026-05-22,gpt-4-1,artificial_analysis_intelligence_index,26.3
2026-05-22,gpt-4-1,artificial_analysis_math_index,34.7
2026-05-22,gpt-4-1,gpqa,0.666
2026-05-22,gpt-4-1,hle,0.046
2026-05-22,gpt-4-1,livecodebench,0.457
2026-05-22,gpt-4-1,math_500,0.912666666666667
2026-05-22,gpt-4-1,mmlu_pro,0.806
2026-05-22,gpt-4-1,scicode,0.381
2026-05-22,gpt-4-1-mini,aime,0.43
2026-05-22,gpt-4-1-mini,artificial_analysis_coding_index,18.5
2026-05-22,gpt-4-1-mini,artificial_analysis_intelligence_index,22.9
2026-05-22,gpt-4-1-mini,artificial_analysis_math_index,46.3
2026-05-22,gpt-4-1-mini,gpqa,0.664
2026-05-22,gpt-4-1-mini,hle,0.046
2026-05-22,gpt-4-1-mini,livecodebench,0.483
2026-05-22,gpt-4-1-mini,math_500,0.925333333333333
2026-05-22,gpt-4-1-mini,mmlu_pro,0.781
2026-05-22,gpt-4-1-mini,scicode,0.404
2026-05-22,gpt-4-1-nano,aime,0.236666666666667
2026-05-22,gpt-4-1-nano,artificial_analysis_coding_index,11.2
2026-05-22,gpt-4-1-nano,artificial_analysis_intelligence_index,13
2026-05-22,gpt-4-1-nano,artificial_analysis_math_index,24
2026-05-22,gpt-4-1-nano,gpqa,0.512
2026-05-22,gpt-4-1-nano,hle,0.039
2026-05-22,gpt-4-1-nano,livecodebench,0.326
2026-05-22,gpt-4-1-nano,math_500,0.848
2026-05-22,gpt-4-1-nano,mmlu_pro,0.657
2026-05-22,gpt-4-1-nano,scicode,0.259
2026-05-22,gpt-4-5,artificial_analysis_intelligence_index,20
2026-05-22,gpt-4-turbo,aime,0.15
2026-05-22,gpt-4-turbo,artificial_analysis_coding_index,21.5
2026-05-22,gpt-4-turbo,artificial_analysis_intelligence_index,13.7
2026-05-22,gpt-4-turbo,hle,0.033
2026-05-22,gpt-4-turbo,livecodebench,0.291
2026-05-22,gpt-4-turbo,math_500,0.736666666666667
2026-05-22,gpt-4-turbo,mmlu_pro,0.694
2026-05-22,gpt-4-turbo,scicode,0.319
2026-05-22,gpt-4o,aime,0.15
2026-05-22,gpt-4o,artificial_analysis_coding_index,16.7
2026-05-22,gpt-4o,artificial_analysis_intelligence_index,17.3
2026-05-22,gpt-4o,artificial_analysis_math_index,6
2026-05-22,gpt-4o,gpqa,0.543
2026-05-22,gpt-4o,hle,0.033
2026-05-22,gpt-4o,livecodebench,0.309
2026-05-22,gpt-4o,math_500,0.759333333333333
2026-05-22,gpt-4o,mmlu_pro,0.748
2026-05-22,gpt-4o,scicode,0.333
2026-05-22,gpt-4o-2024-05-13,aime,0.11
2026-05-22,gpt-4o-2024-05-13,artificial_analysis_coding_index,24.2
2026-05-22,gpt-4o-2024-05-13,artificial_analysis_intelligence_index,14.5
2026-05-22,gpt-4o-2024-05-13,gpqa,0.526
2026-05-22,gpt-4o-2024-05-13,hle,0.028
2026-05-22,gpt-4o-2024-05-13,livecodebench,0.334
2026-05-22,gpt-4o-2024-05-13,math_500,0.791333333333333
2026-05-22,gpt-4o-2024-05-13,mmlu_pro,0.74
2026-05-22,gpt-4o-2024-05-13,scicode,0.309
2026-05-22,gpt-4o-2024-08-06,aime,0.116666666666667
2026-05-22,gpt-4o-2024-08-06,artificial_analysis_coding_index,16.6
2026-05-22,gpt-4o-2024-08-06,artificial_analysis_intelligence_index,18.6
2026-05-22,gpt-4o-2024-08-06,gpqa,0.521
2026-05-22,gpt-4o-2024-08-06,hle,0.029
2026-05-22,gpt-4o-2024-08-06,livecodebench,0.317
2026-05-22,gpt-4o-2024-08-06,math_500,0.794666666666667
2026-05-22,gpt-4o-2024-08-06,scicode,0.331
2026-05-22,gpt-4o-chatgpt,aime,0.103333333333333
2026-05-22,gpt-4o-chatgpt,artificial_analysis_intelligence_index,14.1
2026-05-22,gpt-4o-chatgpt,gpqa,0.511
2026-05-22,gpt-4o-chatgpt,hle,0.037
2026-05-22,gpt-4o-chatgpt,math_500,0.797333333333333
2026-05-22,gpt-4o-chatgpt,mmlu_pro,0.773
2026-05-22,gpt-4o-chatgpt,scicode,0.334
2026-05-22,gpt-4o-chatgpt-03-25,aime,0.326666666666667
2026-05-22,gpt-4o-chatgpt-03-25,artificial_analysis_intelligence_index,18.6
2026-05-22,gpt-4o-chatgpt-03-25,artificial_analysis_math_index,25.7
2026-05-22,gpt-4o-chatgpt-03-25,gpqa,0.655
2026-05-22,gpt-4o-chatgpt-03-25,hle,0.05
2026-05-22,gpt-4o-chatgpt-03-25,livecodebench,0.425
2026-05-22,gpt-4o-chatgpt-03-25,math_500,0.892666666666667
2026-05-22,gpt-4o-chatgpt-03-25,mmlu_pro,0.803
2026-05-22,gpt-4o-chatgpt-03-25,scicode,0.366
2026-05-22,gpt-4o-mini,aime,0.116666666666667
2026-05-22,gpt-4o-mini,artificial_analysis_intelligence_index,12.6
2026-05-22,gpt-4o-mini,artificial_analysis_math_index,14.7
2026-05-22,gpt-4o-mini,gpqa,0.426
2026-05-22,gpt-4o-mini,hle,0.04
2026-05-22,gpt-4o-mini,livecodebench,0.234
2026-05-22,gpt-4o-mini,math_500,0.788666666666667
2026-05-22,gpt-4o-mini,mmlu_pro,0.648
2026-05-22,gpt-4o-mini,scicode,0.229
2026-05-22,gpt-5,aime,0.956666666666667
2026-05-22,gpt-5,artificial_analysis_coding_index,36
2026-05-22,gpt-5,artificial_analysis_intelligence_index,44.6
2026-05-22,gpt-5,artificial_analysis_math_index,94.3
2026-05-22,gpt-5,gpqa,0.854
2026-05-22,gpt-5,hle,0.265
2026-05-22,gpt-5,livecodebench,0.846
2026-05-22,gpt-5,math_500,0.994
2026-05-22,gpt-5,mmlu_pro,0.871
2026-05-22,gpt-5,scicode,0.429
2026-05-22,gpt-5-1,artificial_analysis_coding_index,44.7
2026-05-22,gpt-5-1,artificial_analysis_intelligence_index,47.7
2026-05-22,gpt-5-1,artificial_analysis_math_index,94
2026-05-22,gpt-5-1,gpqa,0.873
2026-05-22,gpt-5-1,hle,0.265
2026-05-22,gpt-5-1,livecodebench,0.868
2026-05-22,gpt-5-1,mmlu_pro,0.87
2026-05-22,gpt-5-1,scicode,0.433
2026-05-22,gpt-5-1-codex,artificial_analysis_coding_index,36.6
2026-05-22,gpt-5-1-codex,artificial_analysis_intelligence_index,43.1
2026-05-22,gpt-5-1-codex,artificial_analysis_math_index,95.7
2026-05-22,gpt-5-1-codex,gpqa,0.86
2026-05-22,gpt-5-1-codex,hle,0.234
2026-05-22,gpt-5-1-codex,livecodebench,0.849
2026-05-22,gpt-5-1-codex,mmlu_pro,0.86
2026-05-22,gpt-5-1-codex,scicode,0.402
2026-05-22,gpt-5-1-codex-mini,artificial_analysis_coding_index,36.4
2026-05-22,gpt-5-1-codex-mini,artificial_analysis_intelligence_index,38.6
2026-05-22,gpt-5-1-codex-mini,artificial_analysis_math_index,91.7
2026-05-22,gpt-5-1-codex-mini,gpqa,0.813
2026-05-22,gpt-5-1-codex-mini,hle,0.169
2026-05-22,gpt-5-1-codex-mini,livecodebench,0.836
2026-05-22,gpt-5-1-codex-mini,mmlu_pro,0.82
2026-05-22,gpt-5-1-codex-mini,scicode,0.426
2026-05-22,gpt-5-1-non-reasoning,artificial_analysis_coding_index,27.3
2026-05-22,gpt-5-1-non-reasoning,artificial_analysis_intelligence_index,27.4
2026-05-22,gpt-5-1-non-reasoning,artificial_analysis_math_index,38
2026-05-22,gpt-5-1-non-reasoning,gpqa,0.643
2026-05-22,gpt-5-1-non-reasoning,hle,0.052
2026-05-22,gpt-5-1-non-reasoning,livecodebench,0.494
2026-05-22,gpt-5-1-non-reasoning,mmlu_pro,0.801
2026-05-22,gpt-5-1-non-reasoning,scicode,0.365
2026-05-22,gpt-5-2,artificial_analysis_coding_index,48.7
2026-05-22,gpt-5-2,artificial_analysis_intelligence_index,51.3
2026-05-22,gpt-5-2,artificial_analysis_math_index,99
2026-05-22,gpt-5-2,gpqa,0.903
2026-05-22,gpt-5-2,hle,0.354
2026-05-22,gpt-5-2,livecodebench,0.889
2026-05-22,gpt-5-2,mmlu_pro,0.874
2026-05-22,gpt-5-2,scicode,0.521
2026-05-22,gpt-5-2-codex,artificial_analysis_coding_index,43
2026-05-22,gpt-5-2-codex,artificial_analysis_intelligence_index,49
2026-05-22,gpt-5-2-codex,gpqa,0.899
2026-05-22,gpt-5-2-codex,hle,0.335
2026-05-22,gpt-5-2-codex,scicode,0.546
2026-05-22,gpt-5-2-medium,artificial_analysis_coding_index,44.2
2026-05-22,gpt-5-2-medium,artificial_analysis_intelligence_index,46.6
2026-05-22,gpt-5-2-medium,artificial_analysis_math_index,96.7
2026-05-22,gpt-5-2-medium,gpqa,0.864
2026-05-22,gpt-5-2-medium,hle,0.249
2026-05-22,gpt-5-2-medium,livecodebench,0.894
2026-05-22,gpt-5-2-medium,mmlu_pro,0.859
